nombre,principio,forma,tipo
AZITROMICINA 250 mg polvo para suspensión oral en sobre,AZITROMICINA,polvo para suspensión oral en sobre,ml
AZITROMICINA 40 mg/ml polvo para suspensión oral,AZITROMICINA,polvo para suspensión oral,ml
AZITROMICINA 500 mg comprimido,AZITROMICINA,comprimido,pastilla
AZITROMICINA 500 mg comprimido dispersable,AZITROMICINA,comprimido dispersable,pastilla
AZITROMICINA 500 mg cápsula dura,AZITROMICINA,cápsula dura,pastilla
AZITROMICINA 500 mg granulado para suspensión oral en sobre,AZITROMICINA,granulado para suspensión oral en sobre,ml
AZITROMICINA 500 mg polvo para solución para perfusión,AZITROMICINA,polvo para solución para perfusión,ml
AZITROMICINA 500 mg polvo para suspensión oral en sobre,AZITROMICINA,polvo para suspensión oral en sobre,ml
AZITROMICINA 600 mg comprimido,AZITROMICINA,comprimido,pastilla
AZITROMICINA 80 mg/ml polvo para suspensión oral,AZITROMICINA,polvo para suspensión oral,ml
AZTREONAM 1 g polvo para solución inyectable,AZTREONAM,polvo para solución inyectable,ml
AZTREONAM 1 g polvo y disolvente para solución inyectable,AZTREONAM,polvo y disolvente para solución inyectable,ml
AZTREONAM 2 g polvo para solución inyectable,AZTREONAM,polvo para solución inyectable,ml
AZTREONAM 500 mg polvo y disolvente para solución inyectable,AZTREONAM,polvo y disolvente para solución inyectable,ml
AZTREONAM 75 mg polvo y disolvente para solución para inhalación por nebulizador,AZTREONAM,polvo y disolvente para solución para inhalación por nebulizador,ml
AZUFRE (sodio tiosulfato) 122 µg/2 ml solución oral,AZUFRE (sodio tiosulfato),solución oral,ml
AZUFRE (sodio tiosulfato) 15 µg comprimido sublingual,AZUFRE (sodio tiosulfato),comprimido sublingual,pastilla
"AZUFRE (sodio tiosulfato) 19,5 mg/2 ml solución oral",AZUFRE (sodio tiosulfato),solución oral,ml
"AZUFRE (sodio tiosulfato) 24,33 µg comprimido sublingual",AZUFRE (sodio tiosulfato),comprimido sublingual,pastilla
AZUFRE HEXAFLUORURO 8 µl/ml polvo y disolvente para dispersión inyectable,AZUFRE HEXAFLUORURO,polvo y disolvente para dispersión inyectable,ml
AZUL DE PRUSIA 500 mg cápsula dura,AZUL DE PRUSIA,cápsula dura,pastilla
"AZUL PATENTE V SODICO 2,5 % solución inyectable",AZUL PATENTE V SODICO,solución inyectable,ml
BACAMPICILINA CLORHIDRATO 400 mg comprimido,BACAMPICILINA CLORHIDRATO,comprimido,pastilla
"BACITRACINA 35,2 mg + NEOMICINA SULFATO 18,25 mg comprimido",BACITRACINA,comprimido,pastilla
BACITRACINA 400 UI/g + NEOMICINA (sulfato) 3.500 UI/g + POLIMIXINA B (sulfato) 5.000 UI/g pomada oftálmica,BACITRACINA,pomada oftálmica,otro
BACITRACINA 400 UI/g + NEOMICINA (sulfato) 3.500 UI/g + POLIMIXINA B 6.000 UI/g pomada oftálmica,BACITRACINA,pomada oftálmica,otro
BACITRACINA 50.000 UI polvo y disolvente para solución inyectable,BACITRACINA,polvo y disolvente para solución inyectable,ml
BACITRACINA 500 UI/g + POLIMIXINA B SULFATO 10.000 UI/g pomada,BACITRACINA,pomada,otro
BACITRACINA 500 UI/g + RETINOL 2.000 UI/g pomada,BACITRACINA,pomada,otro
BACITRACINA 500 UI/ml + NEOMICINA SULFATO 5 mg/ml polvo y disolvente para aplicación tópica,BACITRACINA,polvo y disolvente para aplicación tópica,pastilla
BACITRACINA-ZINC 250 UI/g + NEOMICINA (sulfato) 3.500 UI/g pomada,BACITRACINA-ZINC,pomada,otro
BACITRACINA-ZINC 250 UI/g + NEOMICINA (sulfato) 5.000 UI/g polvo cutáneo,BACITRACINA-ZINC,polvo cutáneo,pastilla
BACITRACINA-ZINC 250 UI/g + NEOMICINA (sulfato) 5.000 UI/g pomada,BACITRACINA-ZINC,pomada,otro
BACITRACINA-ZINC 400 UI/g + HIDROCORTISONA 10 mg/g + NEOMICINA SULFATO 3.400 UI/g + POLIMIXINA B SULFATO 5.000 UI/g pomada,BACITRACINA-ZINC,pomada,otro
BACITRACINA-ZINC 500 UI/g + POLIMIXINA B SULFATO 10.000 UI/g pomada oftálmica,BACITRACINA-ZINC,pomada oftálmica,otro
"BACLOFENO 0,05 mg/ml solución inyectable",BACLOFENO,solución inyectable,ml
"BACLOFENO 0,5 mg/ml solución para perfusión",BACLOFENO,solución para perfusión,ml
BACLOFENO 10 mg comprimido,BACLOFENO,comprimido,pastilla
BACLOFENO 2 mg/ml solución para perfusión,BACLOFENO,solución para perfusión,ml
BACLOFENO 25 mg comprimido,BACLOFENO,comprimido,pastilla
BACLOFENO 40 mg/20 ml solución para perfusión,BACLOFENO,solución para perfusión,ml
BACLOFENO 5 mg comprimido,BACLOFENO,comprimido,pastilla
BALSALAZIDA SODICA 750 mg cápsula dura,BALSALAZIDA SODICA,cápsula dura,pastilla
"BALSAMO PERU 1,6 % + RETINOL 250 UI/g pomada",BALSAMO PERU,pomada,otro
"BALSAMO PERU 1,875 % + BENZOATO BENCILO 1,25 % + BISMUTO OXIDO 0,875 % + BISMUTO SUBGALATO 2,25 % + HIDROCORTISONA ACETATO 0,25 % + ZINC OXIDO 10,75 % pomada rectal",BALSAMO PERU,pomada rectal,otro
"BALSAMO PERU 1,875 % + BISMUTO OXIDO 0,875 % + BISMUTO SUBGALATO 2,25 % + ZINC OXIDO 10,75 % pomada rectal",BALSAMO PERU,pomada rectal,otro
BALSAMO PERU 2 mg/g + TITANIO DIOXIDO 20 mg/g + ZINC OXIDO 30 mg/g pomada,BALSAMO PERU,pomada,otro
BALSAMO PERU 49 mg + BENZOATO BENCILO 33 mg + BISMUTO OXIDO 24 mg + BISMUTO SUBGALATO 59 mg + HIDROCORTISONA ACETATO 10 mg + ZINC OXIDO 296 mg supositorio,BALSAMO PERU,supositorio,pastilla
BALSAMO PERU 49 mg + BENZOATO BENCILO 33 mg + BISMUTO OXIDO 24 mg + BISMUTO SUBGALATO 59 mg + HIDROCORTISONA ACETATO 5 mg + PRAMOCAINA CLORHIDRATO 25 mg + ZINC OXIDO 296 mg supositorio,BALSAMO PERU,supositorio,pastilla
BALSAMO PERU 49 mg + BISMUTO OXIDO 24 mg + BISMUTO SUBGALATO 59 mg + ZINC OXIDO 296 mg supositorio,BALSAMO PERU,supositorio,pastilla
BAMBUTEROL CLORHIDRATO 10 mg comprimido,BAMBUTEROL CLORHIDRATO,comprimido,pastilla
BAMBUTEROL CLORHIDRATO 20 mg comprimido,BAMBUTEROL CLORHIDRATO,comprimido,pastilla
BAMIFILINA CLORHIDRATO 300 mg comprimido,BAMIFILINA CLORHIDRATO,comprimido,pastilla
BARICITINIB 2 mg comprimido,BARICITINIB,comprimido,pastilla
BARICITINIB 4 mg comprimido,BARICITINIB,comprimido,pastilla
BARIO SULFATO 1 g/ml suspensión oral y rectal,BARIO SULFATO,suspensión oral y rectal,ml
"BARIO SULFATO 1,05 g/ml suspensión rectal",BARIO SULFATO,suspensión rectal,ml
"BARIO SULFATO 327,25 g polvo para suspensión oral",BARIO SULFATO,polvo para suspensión oral,ml
"BARIO SULFATO 333,2 g polvo para suspensión oral en envase unidosis",BARIO SULFATO,polvo para suspensión oral en envase unidosis,ml
BARIO SULFATO 50 mg/ml suspensión oral,BARIO SULFATO,suspensión oral,ml
"BARIO SULFATO 555,2 g polvo para suspensión rectal",BARIO SULFATO,polvo para suspensión rectal,ml
BARIO SULFATO 70 % pasta oral,BARIO SULFATO,pasta oral,otro
BARIO SULFATO 98 % polvo para suspensión oral,BARIO SULFATO,polvo para suspensión oral,ml
BARNIDIPINO CLORHIDRATO 10 mg cápsula dura de liberación prolongada,BARNIDIPINO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
BARNIDIPINO CLORHIDRATO 20 mg cápsula dura de liberación prolongada,BARNIDIPINO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
BASILIXIMAB 10 mg polvo y disolvente para solución inyectable,BASILIXIMAB,polvo y disolvente para solución inyectable,ml
BASILIXIMAB 20 mg polvo y disolvente para solución inyectable,BASILIXIMAB,polvo y disolvente para solución inyectable,ml
"BAZEDOXIFENO (acetato) 20 mg + ESTROGENOS CONJUGADOS 0,45 mg comprimido de liberación modificada",BAZEDOXIFENO (acetato),comprimido de liberación modificada,pastilla
"BAZEDOXIFENO (acetato) 20 mg + ESTROGENOS CONJUGADOS 0,625 mg comprimido de liberación modificada",BAZEDOXIFENO (acetato),comprimido de liberación modificada,pastilla
BAZEDOXIFENO (acetato) 20 mg comprimido,BAZEDOXIFENO (acetato),comprimido,pastilla
"BECAPLERMINA 0,01 % gel",BECAPLERMINA,gel,otro
"BECLOMETASONA DIPROPIONATO 0,025 % emulsión cutánea",BECLOMETASONA DIPROPIONATO,emulsión cutánea,ml
"BECLOMETASONA DIPROPIONATO 0,025 % pomada",BECLOMETASONA DIPROPIONATO,pomada,otro
"BECLOMETASONA DIPROPIONATO 0,1 % crema",BECLOMETASONA DIPROPIONATO,crema,otro
"BECLOMETASONA DIPROPIONATO 0,125 mg/g pomada rectal",BECLOMETASONA DIPROPIONATO,pomada rectal,otro
"BECLOMETASONA DIPROPIONATO 0,25 mg/g + CLIOQUINOL 30 mg/g pomada",BECLOMETASONA DIPROPIONATO,pomada,otro
"BECLOMETASONA DIPROPIONATO 0,25 mg/g + NEOMICINA SULFATO 7,2 mg/g pomada",BECLOMETASONA DIPROPIONATO,pomada,otro
"BECLOMETASONA DIPROPIONATO 0,25 mg/ml + CLIOQUINOL 10 mg/ml gotas óticas en solución",BECLOMETASONA DIPROPIONATO,gotas óticas en solución,ml
"BECLOMETASONA DIPROPIONATO 0,25 mg/ml + NEOMICINA SULFATO 7,2 mg/ml emulsión cutánea",BECLOMETASONA DIPROPIONATO,emulsión cutánea,ml
BECLOMETASONA DIPROPIONATO 1 mg solución rectal,BECLOMETASONA DIPROPIONATO,solución rectal,ml
BECLOMETASONA DIPROPIONATO 100 µg polvo para inhalación en cápsula dura,BECLOMETASONA DIPROPIONATO,polvo para inhalación en cápsula dura,pastilla
BECLOMETASONA DIPROPIONATO 100 µg/dosis + FORMOTEROL FUMARATO 6 µg/dosis polvo para inhalación,BECLOMETASONA DIPROPIONATO,polvo para inhalación,pastilla
BECLOMETASONA DIPROPIONATO 100 µg/dosis + FORMOTEROL FUMARATO 6 µg/dosis solución para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,solución para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 100 µg/dosis polvo para inhalación,BECLOMETASONA DIPROPIONATO,polvo para inhalación,pastilla
BECLOMETASONA DIPROPIONATO 100 µg/dosis solución para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,solución para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 100 µg/dosis suspensión para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,suspensión para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 100 µg/dosis suspensión para pulverización nasal,BECLOMETASONA DIPROPIONATO,suspensión para pulverización nasal,ml
BECLOMETASONA DIPROPIONATO 200 µg polvo para inhalación en cápsula dura,BECLOMETASONA DIPROPIONATO,polvo para inhalación en cápsula dura,pastilla
BECLOMETASONA DIPROPIONATO 200 µg/dosis + FORMOTEROL FUMARATO 6 µg/dosis polvo para inhalación,BECLOMETASONA DIPROPIONATO,polvo para inhalación,pastilla
BECLOMETASONA DIPROPIONATO 200 µg/dosis + FORMOTEROL FUMARATO 6 µg/dosis solución para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,solución para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 200 µg/dosis polvo para inhalación,BECLOMETASONA DIPROPIONATO,polvo para inhalación,pastilla
BECLOMETASONA DIPROPIONATO 200 µg/dosis suspensión para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,suspensión para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 250 µg/dosis polvo para inhalación,BECLOMETASONA DIPROPIONATO,polvo para inhalación,pastilla
BECLOMETASONA DIPROPIONATO 250 µg/dosis solución para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,solución para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 250 µg/dosis suspensión para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,suspensión para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 400 µg polvo para inhalación en cápsula dura,BECLOMETASONA DIPROPIONATO,polvo para inhalación en cápsula dura,pastilla
BECLOMETASONA DIPROPIONATO 400 µg/1 ml suspensión para inhalación por nebulizador envase unidosis,BECLOMETASONA DIPROPIONATO,suspensión para inhalación por nebulizador envase unidosis,ml
BECLOMETASONA DIPROPIONATO 400 µg/dosis polvo para inhalación,BECLOMETASONA DIPROPIONATO,polvo para inhalación,pastilla
BECLOMETASONA DIPROPIONATO 5 mg comprimido gastrorresistente de liberación prolongada,BECLOMETASONA DIPROPIONATO,comprimido gastrorresistente de liberación prolongada,pastilla
BECLOMETASONA DIPROPIONATO 50 µg/dosis + SALBUTAMOL (sulfato) 100 µg/dosis suspensión para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,suspensión para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 50 µg/dosis solución para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,solución para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 50 µg/dosis suspensión para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,suspensión para inhalación en envase a presión,ml
BECLOMETASONA DIPROPIONATO 50 µg/dosis suspensión para pulverización nasal,BECLOMETASONA DIPROPIONATO,suspensión para pulverización nasal,ml
BECLOMETASONA DIPROPIONATO 800 µg/2 ml suspensión para inhalación por nebulizador envase unidosis,BECLOMETASONA DIPROPIONATO,suspensión para inhalación por nebulizador envase unidosis,ml
BECLOMETASONA DIPROPIONATO 87 µg + FORMOTEROL FUMARATO 5 µg + GLICOPIRRONIO (bromuro) 9 µg solución para inhalación en envase a presión,BECLOMETASONA DIPROPIONATO,solución para inhalación en envase a presión,ml
"BECLOMETASONA SALICILATO 0,025 % crema",BECLOMETASONA SALICILATO,crema,otro
"BECLOMETASONA SALICILATO 0,025 % gel",BECLOMETASONA SALICILATO,gel,otro
"BECLOMETASONA SALICILATO 0,025 % loción",BECLOMETASONA SALICILATO,loción,ml
"BECLOMETASONA SALICILATO 0,025 % solución capilar",BECLOMETASONA SALICILATO,solución capilar,ml
BEDAQUILINA (fumarato) 100 mg comprimido,BEDAQUILINA (fumarato),comprimido,pastilla
"BEFUNOLOL CLORHIDRATO 0,25 % colirio en solución",BEFUNOLOL CLORHIDRATO,colirio en solución,ml
"BEFUNOLOL CLORHIDRATO 0,5 % colirio en solución",BEFUNOLOL CLORHIDRATO,colirio en solución,ml
BELATACEPT 250 mg polvo para concentrado para solución para perfusión,BELATACEPT,polvo para concentrado para solución para perfusión,ml
BELIMUMAB 120 mg polvo para concentrado para solución para perfusión,BELIMUMAB,polvo para concentrado para solución para perfusión,ml
BELIMUMAB 200 mg/1 ml solución inyectable en jeringa precargada,BELIMUMAB,solución inyectable en jeringa precargada,ml
BELIMUMAB 200 mg/1 ml solución inyectable en pluma precargada,BELIMUMAB,solución inyectable en pluma precargada,ml
BELIMUMAB 400 mg polvo para concentrado para solución para perfusión,BELIMUMAB,polvo para concentrado para solución para perfusión,ml
"BELLADONA 0,1 mg + CAFEINA 100 mg + ERGOTAMINA TARTRATO 1 mg + PARACETAMOL 400 mg comprimido",BELLADONA,comprimido,pastilla
BEMIPARINA SODICA 1.000 UI AXa/ml solución inyectable,BEMIPARINA SODICA,solución inyectable,ml
"BEMIPARINA SODICA 10.000 UI AXa/0,4 ml solución inyectable en jeringa precargada",BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
"BEMIPARINA SODICA 12.500 UI anti-Xa/0,5 ml solución inyectable en jeringa precargada",BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
"BEMIPARINA SODICA 2.500 UI AXa/0,2 ml solución inyectable en jeringa precargada",BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
BEMIPARINA SODICA 25.000 UI anti-Xa/1 ml solución inyectable en jeringa precargada,BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
"BEMIPARINA SODICA 3.500 UI AXa/0,2 ml solución inyectable en jeringa precargada",BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
"BEMIPARINA SODICA 5.000 UI AXa/0,2 ml solución inyectable en jeringa precargada",BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
"BEMIPARINA SODICA 7.500 UI AXa/0,3 ml solución inyectable en jeringa precargada",BEMIPARINA SODICA,solución inyectable en jeringa precargada,ml
"BENAZEPRIL CLORHIDRATO 10 mg + HIDROCLOROTIAZIDA 12,5 mg comprimido",BENAZEPRIL CLORHIDRATO,comprimido,pastilla
BENAZEPRIL CLORHIDRATO 10 mg comprimido,BENAZEPRIL CLORHIDRATO,comprimido,pastilla
BENAZEPRIL CLORHIDRATO 20 mg + HIDROCLOROTIAZIDA 25 mg comprimido,BENAZEPRIL CLORHIDRATO,comprimido,pastilla
BENAZEPRIL CLORHIDRATO 20 mg comprimido,BENAZEPRIL CLORHIDRATO,comprimido,pastilla
BENAZEPRIL CLORHIDRATO 5 mg comprimido,BENAZEPRIL CLORHIDRATO,comprimido,pastilla
"BENCETONIO CLORURO 0,25 % + CLORHEXIDINA GLUCONATO 5 % solución para enjuague bucal",BENCETONIO CLORURO,solución para enjuague bucal,ml
"BENCETONIO CLORURO 0,435 % + CLORHEXIDINA GLUCONATO 8,7 % solución para pulverización bucal",BENCETONIO CLORURO,solución para pulverización bucal,ml
"BENCIDAMINA CLORHIDRATO 0,15 % solución para enjuague bucal",BENCIDAMINA CLORHIDRATO,solución para enjuague bucal,ml
"BENCIDAMINA CLORHIDRATO 0,15 % solución para pulverización bucal",BENCIDAMINA CLORHIDRATO,solución para pulverización bucal,ml
"BENCIDAMINA CLORHIDRATO 0,3 % solución para gargarismos y enjuague bucal",BENCIDAMINA CLORHIDRATO,solución para gargarismos y enjuague bucal,ml
"BENCIDAMINA CLORHIDRATO 0,3 % solución para pulverización bucal",BENCIDAMINA CLORHIDRATO,solución para pulverización bucal,ml
"BENCIDAMINA CLORHIDRATO 1,5 mg/ml + HEXAMIDINA DIISETIONATO 1 mg/ml solución para pulverización bucal",BENCIDAMINA CLORHIDRATO,solución para pulverización bucal,ml
BENCIDAMINA CLORHIDRATO 140 mg/140 ml solución vaginal en envase unidosis,BENCIDAMINA CLORHIDRATO,solución vaginal en envase unidosis,ml
BENCIDAMINA CLORHIDRATO 255 µg/dosis solución para pulverización bucal,BENCIDAMINA CLORHIDRATO,solución para pulverización bucal,ml
BENCIDAMINA CLORHIDRATO 3 % crema,BENCIDAMINA CLORHIDRATO,crema,otro
BENCIDAMINA CLORHIDRATO 3 % gel,BENCIDAMINA CLORHIDRATO,gel,otro
BENCIDAMINA CLORHIDRATO 3 % pomada,BENCIDAMINA CLORHIDRATO,pomada,otro
BENCIDAMINA CLORHIDRATO 3 mg comprimido bucodispersable,BENCIDAMINA CLORHIDRATO,comprimido bucodispersable,pastilla
BENCIDAMINA CLORHIDRATO 3 mg pastilla para chupar,BENCIDAMINA CLORHIDRATO,pastilla para chupar,pastilla
BENCIDAMINA CLORHIDRATO 5 % crema,BENCIDAMINA CLORHIDRATO,crema,otro
BENCIDAMINA CLORHIDRATO 5 % gel,BENCIDAMINA CLORHIDRATO,gel,otro
BENCIDAMINA CLORHIDRATO 5 % pomada,BENCIDAMINA CLORHIDRATO,pomada,otro
BENCIDAMINA CLORHIDRATO 5 % solución vaginal,BENCIDAMINA CLORHIDRATO,solución vaginal,ml
BENCIDAMINA CLORHIDRATO 500 mg polvo para solución vaginal,BENCIDAMINA CLORHIDRATO,polvo para solución vaginal,ml
BENCIDAMINA CLORHIDRATO 510 µg/dosis solución para pulverización bucal,BENCIDAMINA CLORHIDRATO,solución para pulverización bucal,ml
"BENCILICO ALCOHOL 4 % + BENZALCONIO CLORURO 0,025 % + CLORHEXIDINA GLUCONATO 0,25 % solución para uso local",BENCILICO ALCOHOL,solución para uso local,ml
BENCILPENICILINA (benzatina) 600.000 UI/3 ml + BENCILPENICILINA 300.000 UI/3 ml + BENCILPENICILINA PROCAINA 300.000 UI/3 ml polvo y disolvente para suspensión inyectable,BENCILPENICILINA (benzatina),polvo y disolvente para suspensión inyectable,ml
BENCILPENICILINA (benzatina) 600.000 UI/3 ml + BENCILPENICILINA PROCAINA 300.000 UI/3 ml + BENCILPENICILINA (sódica) 300.000 UI/3 ml polvo y disolvente para solución inyectable,BENCILPENICILINA (benzatina),polvo y disolvente para solución inyectable,ml
BENCILPENICILINA (sódica) 1 M UI/2 ml polvo y disolvente para solución inyectable,BENCILPENICILINA (sódica),polvo y disolvente para solución inyectable,ml
BENCILPENICILINA POTASICA 1 M UI polvo para solución inyectable,BENCILPENICILINA POTASICA,polvo para solución inyectable,ml
BENCILPENICILINA POTASICA 20 M UI polvo para solución inyectable,BENCILPENICILINA POTASICA,polvo para solución inyectable,ml
BENCILPENICILINA PROCAINA 300.000 UI/2 ml + BENCILPENICILINA (sódica) 100.000 UI/2 ml polvo y disolvente para suspensión inyectable,BENCILPENICILINA PROCAINA,polvo y disolvente para suspensión inyectable,ml
BENCILPENICILINA PROCAINA 600.000 UI/2 ml + BENCILPENICILINA (sódica) 200.000 UI/2 ml polvo y disolvente para suspensión inyectable,BENCILPENICILINA PROCAINA,polvo y disolvente para suspensión inyectable,ml
BENCILPENICILINA SODICA 1 M UI polvo para solución inyectable,BENCILPENICILINA SODICA,polvo para solución inyectable,ml
BENCILPENICILINA SODICA 2 M UI polvo para solución inyectable,BENCILPENICILINA SODICA,polvo para solución inyectable,ml
BENCILPENICILINA SODICA 20 M UI polvo para solución inyectable,BENCILPENICILINA SODICA,polvo para solución inyectable,ml
BENCILPENICILINA SODICA 5 M UI polvo para solución inyectable,BENCILPENICILINA SODICA,polvo para solución inyectable,ml
BENCILPENICILINA SODICA 500.000 UI polvo para solución inyectable,BENCILPENICILINA SODICA,polvo para solución inyectable,ml
